objectid,title,creator,date,work,discipline,subject,location,ocn,filename,format,latitude,longitude,type,description
ps19,Exploring the Association of Victimization and Alcohol and Marijuana Use among American Indian Youth Living On or Near Reservations: a Mixed Methods Study,Lindsay Nicole Merritt,2018,Dissertation,Social Work,Indian youth -- Alcohol use -- North America; Indian youth -- Drug use -- North America; Indian youth -- Abuse of; Indian reservations; Indians of North America,Portland State University,1079925630,https://pdxscholar.library.pdx.edu/open_access_etds/4396/,record,45.51112737,-122.6833014,Text,"Adolescent substance use research has yet to consider victimization as a potential risk factor contributing to alcohol and marijuana use among American Indian youth living on or near reservations, despite the presence of traumatic experiences, childhood adverse events, racism, and discrimination. Contribution to this lack of attention may be due to little being known about American Indian youth victimization. Even less is known about its association with alcohol and marijuana use in general and for those youth living on or near reservations in particular.

This study utilizes mixed methods with a nationally representative sample of American Indian youth living on or near reservations in the first phase. A qualitative study in the second phase followed up with a group of practitioners serving American Indian youth living on or near a reservation to explore the association between victimization and alcohol and marijuana use. Understanding the perceptions of practitioners presents an opportunity for collaborative knowledge creation on the conceptualization of victimization and its relationship to alcohol and marijuana use.

A secondary data analysis utilizing ordinary least squares regression yielded several significant contributions to alcohol and marijuana user levels when the models were run with the sample intact and when run by gender and compared side-by-side. Extending these findings to a qualitative follow-up produced themes that illustrated practitioner conceptualizations of victimization and perceptions about the influence of these experiences on alcohol and marijuana use among the American Indian youth they serve. Study findings inform or enhance substance use treatment design, delivery, and policy, and to advocate for tribal sovereignty and self-determination.
"
ps20,Gritos en el Desierto: Denuncia y Resistencia en las Obras de las Escritoras Wayuu Estercilia Simanca Pushaina y Vicenta Marí­a Siosi Pino,Lindsay H. Perwak,2016,Thesis,World Languages and Literatures,Estercilia Simancas (1975- ) -- Criticism and interpretation; Vicenta Maria Siosi Pino -- Criticism and interpretation; Colombian children's literature -- History and criticism; Goajiro Indians -- Colombia; Postcolonialism in literature; Indians in literature,Portland State University,978296998,https://pdxscholar.library.pdx.edu/open_access_etds/3001/,record,45.51112737,-122.6833014,Text,"The way we read and interpret literature is frequently influenced by factors that operate beyond the scope of the average reader's awareness. In this thesis, selected works by two Wayuu writers, Estercilia Simanca Pushaina and Vicenta Maria Siosi Pino, are analyzed and interpreted in an attempt to unveil some of these behind-the-scenes agents and issues, as well as explore how the stories' classification in the children's literature genre reveals a deep-rooted colonial tendency to infantilize indigenous individuals in contemporary Colombia.

Despite the fact that the two authors, both mestizo women who self-identify with the Wayuu indigenous group of northern Colombia, prefer to write short stories that highlight the child and adolescent experience, the implicit themes and the complexity of their texts reject the ""children's story"" label that has been imposed on their literature. Furthermore, this thesis discusses how the two authors utilize the colonial trope of the Indian-as-child to their advantage by capsizing the imagery, thus rejecting the original power of the symbol and claiming it as their own.

The first section of this investigation provides certain contextual specifics related to the cultural and social environment of the Wayuu indigenous group, particularly regarding that experienced by women. The second chapter includes an explanation of the impact a book's genre and its ""paratext"" may have on the reception and interpretation of these texts, and additionally proposes that the colonial practice of infantilizing indigenous people appears in both the assignment of genre as well as in several extratextual elements surrounding the stories. Chapter three offers an in-depth analysis of five selected pieces of the Wayuu authors' writing and explores how the texts may be read on multiple levels. This close reading reveals several examples of overt criticism towards the hegemonic society as well as displays instances of a more subtle rebellion; both explicit and implicit messages effectively expose and protest the current conditions of abuse, oppression and injustice that continue to anguish the Wayuu people.
"
ps21,Literatura Viva: Formas de conocer la literatura y agricultura desde Chiapas,Jesse Nichols,2020,Thesis,World Languages and Literatures,Agriculture in literature; Agriculture -- Mexico -- Chiapas; Traditional ecological knowledge,Portland State University,1230480750,https://pdxscholar.library.pdx.edu/open_access_etds/5521/,record,45.51112737,-122.6833014,Text,"Literatura Viva reflects the links between agriculture and literature in Chiapas, Mexico, demonstrating how the ways of knowing the environment which are culturally expressed through literature and the practices of sustainable agriculture are deeply linked. It argues that the experience of the agricultural working class is central not just to a physical movement towards tangible agricultural change but to a society's ability to understand its socio-cultural and natural environment. The thesis first explores indigenous literature, then agricultural practices and finally educational movements which seek to express pluriversal understandings and ways of interacting with the planet. It argues that these understandings apply not only in contexts from which they emerge such as Chiapas but here in Oregon and internationally as we find our species in an era of global environmental, social and spiritual crisis. This cross disciplinary approach intentionally breaks rules of both ecological and agricultural study and literary analysis to show how ways of knowing do not follow the rules of genre. Though it evades a simple definition, living literature is the stories that grow like seeds, passed down through generations and expressed not just verbally or in written form, but through agricultural and social actions. Literatura Viva argues that this inclusive and explicitly morally charged form of interdisciplinary study is crucial for future educational agricultural and literary paradigms.
"
ps22,Motivation in the Portland Chinuk Wawa Language Community,Abigail Elaina Pecore,2012,Thesis,Applied Linguistics,Chinook Jargon; Chinuk Wawa; Endangered languages; Chinook jargon -- Revival -- Case studies; Endangered languages -- Pacific Northwest -- Case studies; Language revival -- Psychological aspects -- Case studies,Portland State University,854580982,https://pdxscholar.library.pdx.edu/open_access_etds/806/,record,45.51112737,-122.6833014,Text,"Throughout the world, languages are becoming extinct at an alarming rate. Perhaps half of the 6,000-7,000 languages worldwide will go extinct in the next 50-100 years. One of these dying languages, Chinook Jargon or Chinuk Wawa, a language found in the Pacific Northwest of the United States, is in the process of being revitalized through the concerted efforts of the Confederated Tribes of Grand Ronde (CTGR). Reasons to revitalize endangered languages often seem irrelevant to our modern daily lives, and revitalizing these languages is a difficult process requiring much dedication, commitment, and persistence. In light of this significant struggle, understanding people's motivations could contribute to a better understanding of how to involve more people in language revitalization. Ideally, such an understanding would contribute to strengthening a community's efforts to revitalize their language. This exploratory, ethnographic case study explores the motivations of eight participants in the Portland Chinuk Wawa language community involved in revitalizing Chinuk Wawa over a nine-month period in 2011. The results of the study showed that seven major themes of motivation were prevalent for the participants: connections made through Chinuk Wawa, preservation of Chinuk Wawa, relationships, instrumental motivation, affective motivation, identity motivation, and demotivation.
"
ps23,Exploring Prehistoric Salmon Subsistence in the Willamette Valley using Zooarchaeological Records and Optimal Foraging Theory,J. Tait Elder,2010,Thesis,Anthropology,Indians of North America -- Ethnozoology -- Oregon -- Willamette River Valley; Indians of North America -- Food -- Oregon -- Willamette River Valley -- History,Portland State University,1285524448,https://pdxscholar.library.pdx.edu/open_access_etds/22/,record,45.51112737,-122.6833014,Text,"My research examines the prehistoric subsistence of native peoples of the Willamette Valley, Oregon through an analysis of the regional zooarchaeological records, and then modeling regional diet breadth. Through this analysis, I challenge commonly held stereotypes that the indigenous people of the Willamette Valley were strictly root eaters, and the basis for this claim, that salmon were not part of Native subsistence. The results of my research indicate that given the incomplete nature of the ethnohistoric record, very little can be said about expected cultural behaviors, such as salmon consumption, that appear to be absent in the Willamette Valley. In addition, since the faunal assemblage is so small in the Willamette Valley, zooarchaeological data are simply inadequate for studying the relationship between prehistoric peoples and their animal resources. Finally, optimal foraging modeling suggests that salmon is one of the higher ranked resources available to the Native People of the Willamette Valley.
"
ps24,Writing Chinuk Wawa: A Materials Development Case Study,Sarah A. Braun Hamilton,2010,Thesis,Applied Linguistics,Chinook jargon -- Writing -- Study and teaching; Written communication -- Pacific Northwest; Language and languages -- Orthography and spelling; Endangered languages -- Pacific Northwest; Language revival -- Case studies,Portland State University,955444012,https://pdxscholar.library.pdx.edu/open_access_etds/2875/,record,45.51112737,-122.6833014,Text,"This study explored the development of new texts by fluent non-native speakers of Chinuk Wawa, an endangered indigenous contact language of the Pacific Northwest United States. The texts were developed as part of the language and culture program of the Confederated Tribes of the Grand Ronde Community of Oregon for use in university-sponsored language classes. The collaborative process of developing 12 texts was explored through detailed revision analysis and interviews with the materials developers and other stakeholders.

Fluent non-native speakers relied on collaboration, historical documentation, reference materials, grammatical models, and their own intuitions and cultural sensibilities to develop texts that would be both faithful to the speech of previous generations and effective for instruction. The texts studied were stories and cultural information developed through research-based composition, translation from interlinear and narrative English in ethnographic sources, and editing of transcribed oral narrative.

The revision analysis identified points of discussion in the lexical development and grammatical standardization of the language. The preferred strategy for developing new vocabulary was use of language-internal resources such as compounding although borrowing and loan translation from other local Native languages were also sometimes considered appropriate. The multifunctionality of the lexicon and evidence of dialectal and idiolectal usage problematicized the description of an “ideal” language for pedagogical purposes. Concerns were also expressed about detailed grammatical modeling due to potential influence on non-native speaker intuitions and the non-utility of such models for revitalization goals.

Decisions made in the process of developing texts contributed to the development of a written form of Chinuk Wawa that would honor and perpetuate the oral language while adapting it for the requirements of inscription. The repeated inclusion of discourse markers and the frequent removal of nominal reference brought final versions of texts closer to oral style, while inclusion of background information and the avoidance of shortened pronouns and auxiliaries customized the presentation for a reading audience.

The results of this study comprise a sketch of one aspect of the daily work of language revitalization, in which non-native speakers shoulder responsibility for the growth of a language and its transfer to new generations of speakers."
ps25,A Spatial Analysis of Ceramics in Northwestern Alaska: Studying Pre-Contact Gendered Use of Space,Katelyn Elizabeth Braymer-Hayes,2018,Thesis,Anthropology,Indians of North America -- Alaska; Northwest -- Antiquities; Sexual division of labor; Spatial analysis (Statistics) in archaeology,Portland State University,1078898322,https://pdxscholar.library.pdx.edu/open_access_etds/4357/,record,45.51112737,-122.6833014,Text,"Activities and production among ethnographic Arctic peoples were primarily divided by gender. This gendered division of labor also extended to a spatial segregated pattern of the household in some Arctic cultures. Other cultures had a more gender-integrated spatial pattern of the household. There have been very few archaeological studies of gender in the Arctic, and even fewer studies of gendered use of space.

In this thesis, I evaluated the existence of this gendered use of space in pre-contact Northwest Alaska. I also evaluated the existence of discrete activity spaces. I drew from both ethnoarchaeology and gender/feminist archaeology to both construct my hypotheses and interpret my results. I used ceramics, which were likely primarily made by and used by women, as a proxy for women's movement within the house. Ceramics are abundant and well-preserved in many Northwestern Alaskan sites, and are well suited for a robust spatial analysis. In addition to ceramics, I also evaluated the spatial density of other female artifacts, like ulus or scrapers, and male artifacts, like harpoon points or adzes, in order to further test the existence of gender specific use of space.

I tested this using the HDBSCAN (Hierarchical Density Based Spatial Clustering of Applications with Noise) algorithm in Python, a programming language. HDBSCAN identifies discrete clusters of artifacts, as well as the persistence, or stability, of the cluster. Birnirk and Thule era (1300-150 BP) house features from Cape Espenberg, Alaska, were used to test these expectations.

Based on the results of my spatial analysis, I did not find any evidence of gender specific use of space, nor did I find specific activity areas within the house. My findings are not necessarily an indication that gender-segregated use of space does not exist among pre-contact Northwest Alaskan people: I just did not find evidence supporting it. This could be, in part, due to issues of sample size, house size, and the role of secondary and post deposition processes in shaping the ceramic assemblage and distribution. While ceramics did cluster, they mostly clustered in the entrance tunnel of the house. This is likely the result of cleaning, storage, or other depositional processes. When ceramics did cluster in the main rooms, clustering was idiosyncratic. Male and female artifacts were not spatially segregated. Female artifacts were slightly more likely to cluster than male artifacts. Both sets of artifacts were generally in the same area as the ceramic clusters. While this study did not find evidence of gendered use of space, it still is an important contribution of addressing questions of gender in the Arctic. In addition, it is a valuable methodological contribution, using a clustering algorithm that previously has not been frequently used by archaeologists."
ps26,"Training ""In a Good Way"": Evaluating the Effect of a Culturally Responsive Pre-training Intervention on Learning and Motivation",Adam Thomas Murry,2015,Dissertation,Psychology,Indians of North America -- Education; Employees -- Training of -- Audio-visual aids -- Evaluation; Culturally relevant pedagogy; Indians of North America -- Attitudes; Multicultural education,Portland State University,958376604,https://pdxscholar.library.pdx.edu/open_access_etds/2480/,record,45.51112737,-122.6833014,Text,"Employee Training and Development (T&D) is a crucial component to an organization’s success and its ability to remain competitive. Although researchers in the field have discovered ways to enhance the effectiveness of training programs through the design, delivery, and evaluation process, research has not provided empirically-based recommendations for how to best train individuals whose cultural backgrounds may influence receptiveness of training curriculum. This is particularly relevant for employees whose cultural groups have been historically discriminated against, where cultural norms implicit in the training design may be met with resistance on behalf of the trainees. In the field of multicultural education, an instructional approach has been suggested to overcome cultural differences between instructor, curriculum writers, and students known as culturally responsive education. I evaluated a pre-training video prime based on this approach in the context of multi-site data-use training program for Native American educational professionals. Data-use training was delivered after exposure to one of two videos that framed the objectives of data use either in a culturally responsive way or in a generic mainstream fashion. Participants filled out surveys after the video but before the training, and then again after the training. Prime type was randomly assigned by training location. I hypothesized that participants who received a culturally responsive training prime would learn more during the data-usage training than participants who did not, and that this effect would be mediated by heightened affective motivators immediately following the culturally responsive prime. None of the hypothesized pathways were supported. There was no direct effect of my prime manipulation on knowledge (Hypothesis 1) or skill acquisition (H2), or on pre-training motivation to learn (H3), research-related self-efficacy (H4), goal-commitment (H5), or identification with research (H6). Furthermore, there were no indirect effects of my manipulation on knowledge (H7) or skill (H8) acquisition through pre-training motivation to learn, self-efficacy, goal-commitment, or identification with research. The motivation to learn subscale for valence had a significant positive direct effect on knowledge and skill acquisition and self-efficacy significantly positively predicted skill acquisition. Goal-commitment and motivation to learn subscales for instrumentality and expectancy had a significant negative relationship with skill acquisition. Lack of support for my hypothesized pathways is explained partially by the failure of my independent variable to influence perceptions of cultural responsiveness. A manipulation check revealed that participants did not appraise my culturally responsive priming video as significantly more relevant or culturally appropriate compared to the alternative mainstream video. Findings on the positive effects of valence and self-efficacy are discussed in support of current literature. Negative effects of expectancy are discussed in terms of stereotype threat. The implications and applications for trainers and researchers in training and minority education are followed by a consideration of this study’s limitations and suggestions for future research.
"
ps27,Exploring Colonization and Ethnogenesis through an Analysis of the Flaked Glass Tools of the Lower Columbia Chinookans and Fur Traders,Stephanie Catherine Simmons,2014,Thesis,Anthropology,Chinook Indians -- Material culture -- Pacific Northwest -- History; Chinook Indians -- Colonization -- Social aspects -- Pacific Northwest; Social archaeology -- Pacific Northwest; Glassware -- Pacific Northwest -- History; Fur trade -- Pacific Northwest -- History,Portland State University,941804524,https://pdxscholar.library.pdx.edu/open_access_etds/1804/,record,45.51112737,-122.6833014,Text,"At the end of the 18th century, Anglo Americans and Europeans entered the mouth of the Columbia River for the first time. There they encountered large villages of Chinookan and other Native Americans. Soon afterwards, the Chinookan People became involved in the global fur trade. Pelts, supplies, and native made goods were exchanged with fur traders, who in return provided Chinookans with a number of trade goods. Over the next 40 years, life changed greatly for the Chinookans; new trade and political alliances were created, foreign goods were introduced, and diseases killed large portions of the population (Hajda 1984; Gibson 1992; Schwantes 1996; Boyd 2011; Boyd et al. 2013). Additionally, fur trade forts, like the Hudson's Bay Company's (HBC) Fort Vancouver, were established. At these forts, new multiethnic communities were created to support the fur trade economy (Hussey 1957; Kardas 1971; Warner and Munnik 1972; Erigero 1992; Burley 1997; Mackie 1997; Wilson 2010).

This thesis is an historical archaeological study of how Chinookan peoples at three villages and employees of the later multicultural Village at Fort Vancouver negotiated the processes of contact and colonization. Placed in the theoretical framework of practice theory, everyday ordinary activities are studied to understand how cultural identities are created, reinforced, and changed (Lightfoot et al. 1998; Martindale 2009; Voss 2008). Additionally uneven power relationships are examined, in this case between the colonizer and the colonized, which could lead to subjugation but also resistance (Silliman 2001). In order to investigate these issues, this thesis studies how the new foreign material of vessel glass was and was not used during the everyday practice of tool production.

Archaeological studies have found that vessel glass, which has physical properties similar to obsidian, was used to create a variety of tool forms by cultures worldwide (Conte and Romero 2008). Modified glass studies (Harrison 2003; Martindale and Jurakic 2006) have demonstrated that they can contribute important new insights into how cultures negotiated colonization. In this study, modified glass tools from three contact period Chinookan sites: Cathlapotle, Meier, and Middle Village, and the later multiethnic Employee Village of Fort Vancouver were examined. Glass tool and debitage analysis based on lithic macroscopic analytical techniques was used to determine manufacturing techniques, tool types, and functions. Additionally, these data were compared to previous analyses of lithics and trade goods at the study sites.

This thesis demonstrates that Chinookans modified glass into tools, though there was variation in the degree to which glass was modified and the types of tools that were produced between sites. Some of these differences are probably related to availability, how glass was conceptualized by Native Peoples, or other unidentified causes. This study suggests that in some ways glass was just another raw material, similar to stone, that was used to create tools that mirrored the existing lithic technology. However at Cathlapotle at least, glass appears to have been relatively scarce and perhaps valued even as a status item. While at Middle Village, glass (as opposed to stone) was being used about a third of the time to produce tools.

Glass tool technology at Cathlapotle, Meier, and Middle Village was very similar to the existing stone tool technology dominated by expedient/low energy tools; however, novel new bottle abraders do appear at Middle Village. This multifaceted response reflects how some traditional lifeways continued, while at the same time new materials and technology was recontextualized in ways that made sense to Chinookan peoples.

Glass tools increase at the Fort Vancouver Employee Village rather than decrease through time. This response appears to be a type of resistance to the HBC's economic hegemony and rigid social structure. Though it is impossible to know if such resistance was consciously acted on or was just part of everyday activities that made sense in the economic climate of the time.

Overall, this thesis demonstrates how a mundane object such as vessel glass, can provide a wealth of information about how groups like the Chinookans dealt with a changing world, and how the multiethnic community at Fort Vancouver dealt with the hegemony of the HBC. Chinookan peoples and the later inhabitants of the Fort Vancouver Employee Village responded to colonization in ways that made sense to their larger cultural system. These responses led to both continuity and change across time."
ps28,Heritage and Health: A Political-Economic Analysis of the Foodways of the Paiute Indian Tribe of Utah and the Bishop Paiute Tribe,April Hurst Eagan,2013,Thesis,Anthropology,Indians of North America -- Food -- History -- Social conditions; Paiute Indian Tribe of Utah -- Social life and customs; Bishop Paiute Tribe -- Social life and customs; Northern Paiute Indians -- Social life and customs; Southern Paiute Indians -- Social life and customs; Food habits -- California -- Owens Valley -- History; Diet -- Health aspects -- California -- Owens Valley,Portland State University,891224270,https://pdxscholar.library.pdx.edu/open_access_etds/685/,record,45.51112737,-122.6833014,Text,"Funded by Nellis Air Force Base (NAFB), my thesis research and analysis examined Native American knowledge of heritage foods and how diminished access to food resources has affected Native American identity and health. NAFB manages the Nevada Test and Training Range (NTTR), land and air space in southern Nevada, which includes Native American ancestral lands. During a research period of 3 months in the spring/summer of 2012, I interviewed members of Native American nations culturally affiliated with ancestral lands on the NTTR, the Paiute Indian Tribe of Utah (PITU) and the Bishop Paiute Tribe. My research included participant observation and 31 interviews with tribal members considered knowledge holders by tribal leaders. In dialogue with the literature of the anthropology of food, political economy, and Critical Medical Anthropology, my analysis focused on the role of heritage foods in everyday consumption, taking into account the economic, social, environmental, and political factors influencing heritage foods access and diet. My work explored the effects of structural forces and rapid changes in diet and social conditions on Native American health. I found shifts in concepts of food-related identity across ethnic groups, tribes, ages, and genders. I also found evidence of collective efforts to improve diet-related health at tribal and community levels. Through the applied aspects of my research, participants and their families had the opportunity to share recipes and food dishes containing heritage foods as a way to promote human health and knowledge transmission.
"
ps29,Grandmothers Laughing: Intergenerational Transmission of Cultural Beliefs About Pregnancy and Childbirth Among Native American Women,Claudia Robin Long,1997,Dissertation,Social Work and Social Research,Indian women -- Health and hygiene -- North America; Prenatal care; Indians of North America -- Social life and customs; Pregnancy; Childbirth,Portland State University,792969551,https://pdxscholar.library.pdx.edu/open_access_etds/5766/,record,45.51112737,-122.6833014,Text,"This dissertation reports findings from a qualitative study of intergenerational transmission of pregnancy and childbirth information among Native American women. Proposed is a theory of intergenerational transmission that explains four pathways used by Indian women to gain information about pregnancy and childbirth. Antecedent, consequent, and core elements are associated with the transmission process.

Discriminant sampling was used to identify the middle generation of Indian mothers and grandmothers, between 36 and 65 years of age, residing on or near the reservation, with experience of assimilation policies that had moved off-reservation temporarily. The researcher used the grounded theory method to analyze responses to the profile instrument, the Ethnic, Culture, Religion/Spirituality (ECR) instrument (Cross, 1995), May's (1982) social integration schema, and open-ended focus group interviews. Two focus groups were conducted, Group I with 4 women, and Group II with 3 women.

The ECR questionnaire was used to describe aspects of cultural strengths believed to be associated with the presence of resiliency. May's (1982) social integration schema was used to describe attributes of social adaptation/integration to culture and as a way to predict susceptibility to problem behavior, such as alcohol use.

Interview data were analyzed using the method of constant comparative analysis. The resulting model of intergenerational pathways among Native American women described antecedent, consequent, and core elements of the transmission of culture.

In the process of cultural transmission, the middle generation of women identified with balancing both world views. Yet, in comparison with the Rural Oregon Minority Prenatal Project study (1995a), elders identified more with the traditional world, and the young Indian women did not identify with either world and were described as caught between two worlds. It is hypothesized then that urban Indian women, living off-reservation or with limited access to Indian culture, would identify more with the modern contemporary world rather than with the traditional Indian world."
ps30,Iktomi: A Character Traits Analysis of a Dakota Culture Myth,Marianne Sue Kastner,2012,Thesis,Applied Linguistics,Iktomi (Legendary character); Dakota Indians -- Folklore; Tricksters -- Great Plains -- Folklore; Characters and characteristics in literature -- Fiction,Portland State University,868240722,https://pdxscholar.library.pdx.edu/open_access_etds/896/,record,45.51112737,-122.6833014,Text,"This qualitative study comparing three separate English-language versions of a single Dakota cultural myth ""Iktomi"" presents a novel systematic approach for analyzing Native American folk tales to understand how stories function as tools of transmission of cultural information and knowledge. The method involved coding character traits according to type with regard to representation, ability, or attribute to ascertain patterns among the codes and elucidate character roles and relationships, reorganizing the coded traits into paired polarized correspondences to clarify relationships among traits, and assessing pronoun use and documenter effect pointing to gender-specific character activity. Findings revealed an encoded framework illuminating how the tale is used to represent progressive stages in the Dakota vision quest. Analysis using simple word counts of character traits produced emergent patterns disclosing a male-specific focus on character activities with additional evidence delineating a framework for the vision quest traditionally regarded tribally as a male rite of passage.
"
ps31,"Racism, Heterosexism, Depression, and HIV Risk Behaviors of Native Men Who Have Sex With Men: Findings from the HONOR Project",Matthew Alan Town,2014,Dissertation,Sociology,Indian sexual minorities -- Sexual behavior; Men -- Sexual behavior; HIV infections -- Risk factors; Indian sexual minorities -- Social conditions; Indians of North America -- Social conditions; Discrimination; Depression in men,Portland State University,947855046,https://pdxscholar.library.pdx.edu/open_access_etds/1947/,record,45.51112737,-122.6833014,Text,"Racial minority men who have sex with men (MSM) experience greater levels of discrimination and higher rates of HIV infection. However, little is known about the associations between racial and heterosexist discrimination and HIV risk behavior. Further, little is known about the mechanisms of the association between racial and heterosexist discrimination and HIV risk behavior. There is some evidence to suggest that depression may be a mechanism that mediates the relationship between racial and heterosexist discrimination and HIV risk behavior. Thus, one purpose of this study was to investigate the extent to which discrimination based on both race and sexual orientation, alone and in combination, are associated with HIV risk behavior. A secondary purpose of this study was to examine whether the relationship between discrimination and HIV risk behavior is mediated by depressive symptoms. Lastly this study sought to examine whether the relationships between discrimination, depressive symptoms, and HIV risk behavior were mediated by social support, LGBT and Native identity, and LGBT and Native community participation.

This study analyzed data from the HONOR project, the first national study of two-spirit individuals, which included 221 American Indian and Alaska Native MSM. Logistic regression analyses were conducted to determine the extent to which experiences of racial and heterosexist discrimination were associated with HIV risk behavior. Results indicate that heterosexist discrimination was associated with HIV risk behaviors, whereas racial discrimination was not. Conversely, results indicate that racial discrimination was associated with depressive symptoms, whereas heterosexist discrimination was not. This study found no association between depressive symptoms and HIV risk behavior, even when accounting for alcohol and substance use. Results indicate that depressive symptoms are not a mechanism that explains the association between discrimination and HIV risk and perhaps the better mechanism to examine in future studies is substance use. Finally, LGBT community participation was shown to have protective effects against HIV risk behaviors.

These findings have the potential to guide development of mental health and HIV prevention interventions for Native MSM, with special attention to LGBT community participation and social support. Future research should examine attributes such as types, sources, and frequency of heterosexist discrimination and LGBT community participation."
ps32,"Ornamental Nationalism: Indigenous Images in Porfirian Mexico, 1876-1911",Seonaid Valiant,1997,Thesis,History,Signs and symbols -- Mexico -- History; Nationalism -- Mexico -- History; Mexico -- Politics and government -- 1867-1910,Portland State University,1164334837,https://pdxscholar.library.pdx.edu/open_access_etds/5485/,record,45.51112737,-122.6833014,Text,"When General Porfirio Dfaz became president of Mexico the country was unstable. During his years of leadership, 1876-1911 he managed an uneven stability. One method he used to promote nationalism was the use of symbols. This thesis derives from the theory introduced by the historian of Mexican economy, Barbara Tenenbaum, that the Porfirian administrators attempted to establish themselves as the legitimate rulers of the Mexican nation by forging a line of succession from the ancient Aztecs to themselves through association with indigenous symbols and territory. The intention of this thesis is to demonstrate that the Mexican government manipulated images of indigenous peoples to inspire nationalism aimed at legitimizing Porfirio Diaz's administration.

Chapter one discusses the domestic backdrop against which the alteration of the Aztec image took place. Chapter two discusses the international opinion regarding the Aztecs. Chapter three describes the appropriation process by which the images were manipulated through the creation of the position of the national archaeologist. Archaeological symbols leaked into federalized public art. Chapter four examines the public monuments erected bearing European and Aztec symbolism. Chapter five looks at Diaz's involvement in the appropriation of symbols and the public's critical attitude of the process.

An important aspect of this thesis is the evidence on which I based my ideas. The evidence is a mixture of political and archaeological writings, government reports, travel and newspaper accounts, brochures, advertisements, monuments, art works, artifacts, codices, photographs, speeches and fiestas. These various sources come from the layers of international and Porfirian society. They explain the persuasiveness of the ""noble savage"" image of Aztecs throughout these levels of Mexico. Through the attitudes of the upper classes these sources reveal the way in which domestically and internationally the Aztec image was sometimes embraced and sometimes rejected as a national emblem for Mexico. Ultimately, the evidence explains the failure of indigenous images as an positive international symbol for Mexico."
ps33,Use of Media Technologies by Native American Teens and Young Adults: Evaluating their Utility for Designing Culturally-Appropriate Sexual Health Interventions Targeting Native Youth in the Pacific Northwest,Stephanie Nicole Craig Rushing,2010,Dissertation,Public Administration,Sexual health; Indian youth -- Health and hygiene -- Pacific Northwest; Alaska Native youth -- Health and hygiene; Digital media -- Social aspects,Portland State University,1485425986,https://pdxscholar.library.pdx.edu/open_access_etds/24/,record,45.51112737,-122.6833014,Text,"American Indian and Alaska Native (AI/AN) youth are disproportionally burdened by high rates of sexually transmitted infections and teen pregnancy, heightening their need for sexual health interventions that are aligned to their unique culture and social context. Media technologies, including the Internet, cell phones, and video games, offer new avenues for reaching adolescents on a wide range of sensitive health topics. While several studies have informed the development of technology-based interventions targeting mainstream youth, no such data have been reported for AI/AN youth. To fill this gap, I: a) quantified media technology use in a select group of AI/AN teens and young adults living in Pacific Northwest tribes and urban communities; b) identified patterns in their health information-seeking and media preferences; and c) worked with local tribes and partners to develop recommendations for designing culturally-appropriate technology-based interventions targeting Native adolescents. This research included: a) an anonymous, paper-based survey of over 400 AI/AN youths age 13-21 years; b) a systematic review of technology-based sexual health interventions; and c) a variety of community-based participatory research strategies to analyze findings, prioritize options, and generate recommendations for designing interventions that align with the culture, needs, and organizational capacities of the tribes in the Pacific Northwest. Technology use was exceptionally common and diverse among survey respondents, mirroring patterns reported by teens in the general population. Seventy-five percent of AI/AN youth reported using the Internet, 78% reported using cell phones, and 36% reported playing video games on a daily or weekly basis. Thirty-five percent reported that they would feel most comfortable getting sexual health information from the Internet, and 44% reported having done so in the past. Youth expressed interest in a wide array of interactive media features, and culturally-specific content that holistically encompassed their wide-ranging health interests and concerns. Tribal health educators expressed particular interest in adapting Internet-based skill-building modules and informational websites, and teens expressed interest in websites and videos. These findings are now being used by the Northwest Portland Area Indian Health Board to inform the development and adaptation of culturally-appropriate interventions targeting AI/AN youth in the Pacific Northwest."
